Description:           Daily Index of EDGAR Dissemination Feed
Last Data Received:    Dec 13, 2019
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
CIK|Company Name|Form Type|Date Filed|File Name
1355537|Polymeropoulos Mihael Hristos|4|20191213|edgar/data/1355537/0001209191-19-060380.txt
1356826|LEVY ANDREW A|144|20191213|edgar/data/1356826/0001104659-19-072448.txt
1357204|DUNKIN' BRANDS GROUP, INC.|4|20191213|edgar/data/1357204/0001209191-19-060358.txt
1357204|DUNKIN' BRANDS GROUP, INC.|4|20191213|edgar/data/1357204/0001209191-19-060359.txt
1357204|DUNKIN' BRANDS GROUP, INC.|4|20191213|edgar/data/1357204/0001209191-19-060361.txt
1357204|DUNKIN' BRANDS GROUP, INC.|4|20191213|edgar/data/1357204/0001209191-19-060362.txt
1357204|DUNKIN' BRANDS GROUP, INC.|4|20191213|edgar/data/1357204/0001209191-19-060363.txt
1357204|DUNKIN' BRANDS GROUP, INC.|4|20191213|edgar/data/1357204/0001209191-19-060365.txt
1357767|Rhodes A Alexander|4/A|20191213|edgar/data/1357767/0001209191-19-060445.txt
1357767|Rhodes A Alexander|4|20191213|edgar/data/1357767/0001209191-19-060400.txt
1358654|RED METAL RESOURCES, LTD.|4|20191213|edgar/data/1358654/0001626533-19-000026.txt
1358654|RED METAL RESOURCES, LTD.|4|20191213|edgar/data/1358654/0001626533-19-000028.txt
1359057|Manager Directed Portfolios|8-A12B|20191213|edgar/data/1359057/0000894189-19-008339.txt
1359070|Bay City Capital Management IV LLC|4|20191213|edgar/data/1359070/0000899243-19-029139.txt
1359841|Hanesbrands Inc.|4|20191213|edgar/data/1359841/0001359841-19-000095.txt
1359841|Hanesbrands Inc.|4|20191213|edgar/data/1359841/0001359841-19-000096.txt
1359841|Hanesbrands Inc.|4|20191213|edgar/data/1359841/0001359841-19-000097.txt
1359841|Hanesbrands Inc.|4|20191213|edgar/data/1359841/0001359841-19-000098.txt
1359955|Ausher Jason R|4|20191213|edgar/data/1359955/0001209191-19-060383.txt
1360243|Bay City Capital Fund IV, L.P.|4|20191213|edgar/data/1360243/0000899243-19-029139.txt
1361226|Mazur Marc|4|20191213|edgar/data/1361226/0001628280-19-015073.txt
1361658|Wyndham Destinations, Inc.|8-K|20191213|edgar/data/1361658/0001361658-19-000200.txt
1363562|Tang Francis|4|20191213|edgar/data/1363562/0001209191-19-060504.txt
1364608|FIRST TRUST EXCHANGE-TRADED FUND II|N-CEN|20191213|edgar/data/1364608/0001752724-19-189089.txt
1364924|Fidelity Rutland Square Trust II|497K|20191213|edgar/data/1364924/0001379491-19-005178.txt
1364924|Fidelity Rutland Square Trust II|497|20191213|edgar/data/1364924/0001379491-19-005179.txt
1364924|Fidelity Rutland Square Trust II|497|20191213|edgar/data/1364924/0001379491-19-005180.txt
1364954|CHEGG, INC|4|20191213|edgar/data/1364954/0001364954-19-000268.txt
1364954|CHEGG, INC|4|20191213|edgar/data/1364954/0001364954-19-000270.txt
1365709|Cadavid Sergio|4|20191213|edgar/data/1365709/0001225208-19-015817.txt
1366561|SMARTSHEET INC|4|20191213|edgar/data/1366561/0001381752-19-000026.txt
1366561|SMARTSHEET INC|4|20191213|edgar/data/1366561/0001511891-19-000053.txt
1366868|Globalstar, Inc.|4|20191213|edgar/data/1366868/0001366868-19-000088.txt
1366868|Globalstar, Inc.|S-8|20191213|edgar/data/1366868/0001366868-19-000086.txt
1367644|Emergent BioSolutions Inc.|4|20191213|edgar/data/1367644/0001367644-19-000069.txt
1368040|Short-Term Bond Fund of America|497|20191213|edgar/data/1368040/0000051931-19-000938.txt
1368618|Wolff Benjamin G|4|20191213|edgar/data/1368618/0001366868-19-000088.txt
1368889|White Richard Dallas|4|20191213|edgar/data/1368889/0001209191-19-060505.txt
1369241|Danaos Corp|SC 13G|20191213|edgar/data/1369241/0000891836-19-000031.txt
1370946|Owens Corning|4|20191213|edgar/data/1370946/0001209191-19-060366.txt
1372299|Ocugen, Inc.|3|20191213|edgar/data/1372299/0001192482-19-000521.txt
1372299|Ocugen, Inc.|4|20191213|edgar/data/1372299/0001192482-19-000523.txt
1373203|Honig Barry C|SC 13G/A|20191213|edgar/data/1373203/0001493152-19-019178.txt
1375884|Swirsky Douglas J|4|20191213|edgar/data/1375884/0001628280-19-015081.txt
1376436|Datar Srikant M.|4|20191213|edgar/data/1376436/0000310764-19-000153.txt
1377274|Paquin Natalye|4|20191213|edgar/data/1377274/0001377274-19-000007.txt
1377769|Three Bridges Europe Fund, L.P.|D/A|20191213|edgar/data/1377769/0000902664-19-004592.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313294.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313295.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313296.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313297.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313298.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313299.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313300.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313301.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313302.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313303.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313306.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313307.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313308.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313309.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313310.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313311.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313312.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313313.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313314.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313315.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313316.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313317.txt
1378872|Invesco Exchange-Traded Fund Trust II|497K|20191213|edgar/data/1378872/0001193125-19-313318.txt
1378872|Invesco Exchange-Traded Fund Trust II|497|20191213|edgar/data/1378872/0001193125-19-313281.txt
1379006|NANOVIRICIDES, INC.|8-K|20191213|edgar/data/1379006/0001104659-19-072646.txt
1380175|American Funds Target Date Retirement Series|497|20191213|edgar/data/1380175/0000051931-19-000939.txt
1380567|Haltmayer Neven|4|20191213|edgar/data/1380567/0001209191-19-060466.txt
1381531|Domtar CORP|8-K|20191213|edgar/data/1381531/0001193125-19-313995.txt
1381752|McIlwain Matthew S|4|20191213|edgar/data/1381752/0001381752-19-000026.txt
1382909|Bartholdson John A.|4|20191213|edgar/data/1382909/0001019056-19-000668.txt
1383414|PENNANTPARK INVESTMENT CORP|POS 8C|20191213|edgar/data/1383414/0001193125-19-313905.txt
1383557|Hunter Jesse N|4|20191213|edgar/data/1383557/0001071739-19-000184.txt
1384542|International Finance Corp|DSTRBRPT|20191213|edgar/data/1384542/0001193125-19-313752.txt
1385157|TE Connectivity Ltd.|4|20191213|edgar/data/1385157/0001225208-19-015776.txt
1385157|TE Connectivity Ltd.|4|20191213|edgar/data/1385157/0001225208-19-015777.txt
1385157|TE Connectivity Ltd.|4|20191213|edgar/data/1385157/0001225208-19-015780.txt
1385157|TE Connectivity Ltd.|4|20191213|edgar/data/1385157/0001225208-19-015781.txt
1385157|TE Connectivity Ltd.|4|20191213|edgar/data/1385157/0001225208-19-015782.txt
1385157|TE Connectivity Ltd.|4|20191213|edgar/data/1385157/0001225208-19-015787.txt
1385157|TE Connectivity Ltd.|4|20191213|edgar/data/1385157/0001225208-19-015788.txt
1385157|TE Connectivity Ltd.|4|20191213|edgar/data/1385157/0001225208-19-015789.txt
1385157|TE Connectivity Ltd.|4|20191213|edgar/data/1385157/0001225208-19-015790.txt
1385157|TE Connectivity Ltd.|4|20191213|edgar/data/1385157/0001225208-19-015791.txt
1385157|TE Connectivity Ltd.|4|20191213|edgar/data/1385157/0001225208-19-015792.txt
1385157|TE Connectivity Ltd.|4|20191213|edgar/data/1385157/0001225208-19-015793.txt
1385867|Coupa Software Inc|4|20191213|edgar/data/1385867/0001214659-19-007727.txt
1387061|Lightstone Value Plus Real Estate Investment Trust V, Inc.|8-K|20191213|edgar/data/1387061/0001104659-19-072602.txt
1387061|Lightstone Value Plus Real Estate Investment Trust V, Inc.|SC 14D9|20191213|edgar/data/1387061/0001104659-19-072610.txt
1387061|Lightstone Value Plus Real Estate Investment Trust V, Inc.|SC TO-C|20191213|edgar/data/1387061/0001104659-19-072603.txt
1387249|Bloom Richard A|4/A|20191213|edgar/data/1387249/0001654954-19-013928.txt
1387249|Bloom Richard A|4|20191213|edgar/data/1387249/0001654954-19-013931.txt
1387590|SOROS JONATHAN T ALLAN|4|20191213|edgar/data/1387590/0001387131-19-009539.txt
1388410|PARALLAX HEALTH SCIENCES, INC.|10-K/A|20191213|edgar/data/1388410/0001388410-19-000168.txt
1388410|PARALLAX HEALTH SCIENCES, INC.|10-Q/A|20191213|edgar/data/1388410/0001388410-19-000171.txt
1388410|PARALLAX HEALTH SCIENCES, INC.|10-Q/A|20191213|edgar/data/1388410/0001388410-19-000173.txt
1388410|PARALLAX HEALTH SCIENCES, INC.|S-1/A|20191213|edgar/data/1388410/0001388410-19-000176.txt
1388485|FundVantage Trust|N-CEN|20191213|edgar/data/1388485/0001752724-19-189354.txt
1389436|Burke Michael S|4|20191213|edgar/data/1389436/0001225208-19-015800.txt
1390223|Hawkes Bay Partners, L.P.|D/A|20191213|edgar/data/1390223/0000919574-19-007663.txt
1390533|SMARTCHASE CORP.|10-Q|20191213|edgar/data/1390533/0001683168-19-003963.txt
1391204|P2 Capital Fund, L.P.|D/A|20191213|edgar/data/1391204/0001391204-19-000002.txt
1391610|APPEL MATTHEW|4|20191213|edgar/data/1391610/0001391610-19-000002.txt
1393025|Wall William P|4|20191213|edgar/data/1393025/0001209191-19-060345.txt
1393540|IGEN NETWORKS CORP|4|20191213|edgar/data/1393540/0001640334-19-002576.txt
1393612|Discover Financial Services|8-K|20191213|edgar/data/1393612/0001393612-19-000057.txt
1393662|Invesco Dynamic Credit Opportunities Fund|SC TO-I/A|20191213|edgar/data/1393662/0001680359-19-000693.txt
1393883|DHI GROUP, INC.|3|20191213|edgar/data/1393883/0000950142-19-002469.txt
1393883|DHI GROUP, INC.|8-K|20191213|edgar/data/1393883/0000950142-19-002467.txt
1394155|Newbern Thomas B|4|20191213|edgar/data/1394155/0001225208-19-015770.txt
1394156|Diversified Restaurant Holdings, Inc.|8-K|20191213|edgar/data/1394156/0001394156-19-000090.txt
1394156|Diversified Restaurant Holdings, Inc.|DEFA14A|20191213|edgar/data/1394156/0001394156-19-000091.txt
1395064|TAKEDA PHARMACEUTICAL CO LTD|CORRESP|20191112|edgar/data/1395064/0001395064-19-000052.txt
1395064|TAKEDA PHARMACEUTICAL CO LTD|UPLOAD|20190815|edgar/data/1395064/0000000000-19-012497.txt
1395643|FERGUSON Lewis H|4|20191213|edgar/data/1395643/0001567619-19-023050.txt
1396075|Foufas Timothy|4|20191213|edgar/data/1396075/0001396075-19-000003.txt
1397266|Fust Matthew K|4|20191213|edgar/data/1397266/0001562180-19-006079.txt
1397788|Engel E Randall|4|20191213|edgar/data/1397788/0001164727-19-000265.txt
1398078|BlackRock Funds II|N-CEN|20191213|edgar/data/1398078/0001145549-19-050852.txt
1398377|Mitchell Noah Malone III|SC 13D/A|20191213|edgar/data/1398377/0001193125-19-314051.txt
1398713|NEVADA EXPLORATION INC|D|20191213|edgar/data/1398713/0001567619-19-023063.txt
1399935|Francesca's Holdings CORP|4|20191213|edgar/data/1399935/0001104659-19-072618.txt
1400810|HCI Group, Inc.|SC 13D/A|20191213|edgar/data/1400810/0001564590-19-045949.txt
1401433|Bartholomew Carolyn|4|20191213|edgar/data/1401433/0001401433-19-000003.txt
1401708|NanoString Technologies Inc|4|20191213|edgar/data/1401708/0001401708-19-000227.txt
1401842|CURTIN TERRENCE R|4|20191213|edgar/data/1401842/0001225208-19-015781.txt
1401846|RESCH ERIC|4|20191213|edgar/data/1401846/0001225208-19-015789.txt
1401847|CALASTRI MARIO|4|20191213|edgar/data/1401847/0001225208-19-015790.txt
1403500|Wainwright Joan|4|20191213|edgar/data/1403500/0001225208-19-015777.txt
1403502|Ott Robert J|4|20191213|edgar/data/1403502/0001225208-19-015788.txt
1403504|Nazemetz Patricia M|4|20191213|edgar/data/1403504/0001014108-19-000185.txt
1403694|Claflin Bruce L.|4|20191213|edgar/data/1403694/0001403694-19-000016.txt
1403752|Zymeworks Inc.|4|20191213|edgar/data/1403752/0000899243-19-029160.txt
1403769|Bailey Sue|4|20191213|edgar/data/1403769/0001367644-19-000069.txt
1403930|GISSER AUTOMOTIVE CONCEPTS INC|NT 10-Q|20191213|edgar/data/1403930/0001753926-19-000243.txt
1404525|Grady Robert Edward|4|20191213|edgar/data/1404525/0001209191-19-060450.txt
1407200|Discover Card Execution Note Trust|10-D|20191213|edgar/data/1407200/0001407200-19-000034.txt
1407402|Cleveland Todd M|4|20191213|edgar/data/1407402/0000076605-19-000154.txt
1408710|Fabrinet|4|20191213|edgar/data/1408710/0001209191-19-060510.txt
1408710|Fabrinet|4|20191213|edgar/data/1408710/0001209191-19-060511.txt
1408710|Fabrinet|4|20191213|edgar/data/1408710/0001209191-19-060512.txt
1408710|Fabrinet|4|20191213|edgar/data/1408710/0001209191-19-060513.txt
1408710|Fabrinet|4|20191213|edgar/data/1408710/0001209191-19-060514.txt
1408710|Fabrinet|4|20191213|edgar/data/1408710/0001209191-19-060515.txt
1408710|Fabrinet|8-K|20191213|edgar/data/1408710/0001193125-19-313898.txt
1409269|Venus Concept Inc.|S-8|20191213|edgar/data/1409269/0001193125-19-312969.txt
1409505|P2 Capital Fund, Ltd.|D/A|20191213|edgar/data/1409505/0001409505-19-000004.txt
1409970|LendingClub Corp|424B3|20191213|edgar/data/1409970/0001409970-19-001521.txt
1409970|LendingClub Corp|424B3|20191213|edgar/data/1409970/0001409970-19-001522.txt
1409970|LendingClub Corp|424B3|20191213|edgar/data/1409970/0001409970-19-001523.txt
1409970|LendingClub Corp|424B3|20191213|edgar/data/1409970/0001409970-19-001524.txt
1409970|LendingClub Corp|4|20191213|edgar/data/1409970/0001127602-19-034955.txt
1409999|Digital Development Partners, Inc.|8-K|20191213|edgar/data/1409999/0001104659-19-072357.txt
1410428|XpresSpa Group, Inc.|EFFECT|20191212|edgar/data/1410428/9999999995-19-002793.txt
1411207|Allison Transmission Holdings Inc|4|20191213|edgar/data/1411207/0001411207-19-000246.txt
1411741|von Pentz Markwart|4|20191213|edgar/data/1411741/0000315189-19-000027.txt
1411742|Field James M.|4|20191213|edgar/data/1411742/0000315189-19-000023.txt
1411984|Van Plew Daniel P|4|20191213|edgar/data/1411984/0001237899-19-000032.txt
1412350|PIMCO Income Opportunity Fund|N-2|20191213|edgar/data/1412350/0001193125-19-313062.txt
1412350|PIMCO Income Opportunity Fund|N-2|20191213|edgar/data/1412350/0001193125-19-313062.txt
1412408|Phreesia, Inc.|424B4|20191213|edgar/data/1412408/0001193125-19-313913.txt
1412408|Phreesia, Inc.|4|20191213|edgar/data/1412408/0000899243-19-029148.txt
1412408|Phreesia, Inc.|4|20191213|edgar/data/1412408/0000899243-19-029149.txt
1412408|Phreesia, Inc.|4|20191213|edgar/data/1412408/0000899243-19-029151.txt
1412408|Phreesia, Inc.|EFFECT|20191212|edgar/data/1412408/9999999995-19-002803.txt
1412665|MidWestOne Financial Group, Inc.|4|20191213|edgar/data/1412665/0001412665-19-000116.txt
1413032|Columbia Funds Variable Series Trust II|497|20191213|edgar/data/1413032/0001193125-19-313803.txt
1413714|Oppenheimer Master Loan Fund, LLC|N-CEN|20191213|edgar/data/1413714/0001752724-19-189519.txt
1413837|First Foundation Inc.|4|20191213|edgar/data/1413837/0001209191-19-060308.txt
1413898|A. H. Belo Corp|SC 13D/A|20191213|edgar/data/1413898/0001193125-19-313950.txt
1413898|A. H. Belo Corp|SC 13D/A|20191213|edgar/data/1413898/0001193125-19-313955.txt
1414040|ALPS ETF Trust|497|20191213|edgar/data/1414040/0001398344-19-022446.txt
1414040|ALPS ETF Trust|497|20191213|edgar/data/1414040/0001398344-19-022447.txt
1414040|ALPS ETF Trust|497|20191213|edgar/data/1414040/0001398344-19-022449.txt
1414921|Van Deursen Holly|4|20191213|edgar/data/1414921/0001770907-19-000037.txt
1415726|Innovator ETFs Trust|485APOS|20191213|edgar/data/1415726/0001437749-19-024437.txt
1415726|Innovator ETFs Trust|485APOS|20191213|edgar/data/1415726/0001437749-19-024437.txt
1415726|Innovator ETFs Trust|485APOS|20191213|edgar/data/1415726/0001437749-19-024438.txt
1415726|Innovator ETFs Trust|485APOS|20191213|edgar/data/1415726/0001437749-19-024438.txt
1415726|Innovator ETFs Trust|485APOS|20191213|edgar/data/1415726/0001437749-19-024439.txt
1415726|Innovator ETFs Trust|485APOS|20191213|edgar/data/1415726/0001437749-19-024439.txt
1415834|FARLEY JR JAMES D|4|20191213|edgar/data/1415834/0001209191-19-060331.txt
1415995|IndexIQ ETF Trust|497K|20191213|edgar/data/1415995/0001104659-19-072509.txt
1415995|IndexIQ ETF Trust|497K|20191213|edgar/data/1415995/0001104659-19-072510.txt
1415995|IndexIQ ETF Trust|497|20191213|edgar/data/1415995/0001104659-19-072449.txt
1415995|IndexIQ ETF Trust|497|20191213|edgar/data/1415995/0001104659-19-072506.txt
1415995|IndexIQ ETF Trust|497|20191213|edgar/data/1415995/0001104659-19-072507.txt
1416265|PROSPER MARKETPLACE, INC|424B3|20191213|edgar/data/1416265/0001416265-19-000689.txt
1416265|PROSPER MARKETPLACE, INC|424B3|20191213|edgar/data/1416265/0001416265-19-000690.txt
1416265|PROSPER MARKETPLACE, INC|424B3|20191213|edgar/data/1416265/0001416265-19-000691.txt
1417386|OPPENHEIMER INTERMEDIATE TERM MUNICIPAL FUND|N-CEN|20191213|edgar/data/1417386/0001752724-19-189574.txt
1417397|Basta Steven L|4|20191213|edgar/data/1417397/0000899243-19-029185.txt
1417629|Donovan Joseph M|4|20191213|edgar/data/1417629/0001209191-19-060339.txt
1418144|INVESCO ACTIVELY MANAGED EXCHANGE-TRADED FUND TRUST|485APOS|20191213|edgar/data/1418144/0001193125-19-313423.txt
1418144|INVESCO ACTIVELY MANAGED EXCHANGE-TRADED FUND TRUST|485APOS|20191213|edgar/data/1418144/0001193125-19-313423.txt
1418144|INVESCO ACTIVELY MANAGED EXCHANGE-TRADED FUND TRUST|485APOS|20191213|edgar/data/1418144/0001193125-19-313433.txt
1418144|INVESCO ACTIVELY MANAGED EXCHANGE-TRADED FUND TRUST|485APOS|20191213|edgar/data/1418144/0001193125-19-313433.txt
1418949|McMullen Michael R.|4|20191213|edgar/data/1418949/0001127602-19-034961.txt
1419202|Bermudez Jorge A.|4|20191213|edgar/data/1419202/0001209191-19-060344.txt
1419536|Capital Bancorp Inc|4|20191213|edgar/data/1419536/0001628280-19-015054.txt
1419734|ELLIOTT R SEAN|4|20191213|edgar/data/1419734/0001209191-19-060509.txt
1419828|GS Finance Corp.|424B2|20191213|edgar/data/1419828/0001564590-19-045891.txt
1419828|GS Finance Corp.|424B2|20191213|edgar/data/1419828/0001564590-19-045940.txt
1419828|GS Finance Corp.|424B2|20191213|edgar/data/1419828/0001564590-19-045942.txt
1419828|GS Finance Corp.|424B2|20191213|edgar/data/1419828/0001564590-19-045943.txt
1419828|GS Finance Corp.|424B2|20191213|edgar/data/1419828/0001564590-19-045946.txt
1419828|GS Finance Corp.|424B2|20191213|edgar/data/1419828/0001564590-19-045947.txt
1419828|GS Finance Corp.|424B2|20191213|edgar/data/1419828/0001564590-19-045953.txt
1419828|GS Finance Corp.|424B2|20191213|edgar/data/1419828/0001564590-19-045977.txt
1419828|GS Finance Corp.|FWP|20191213|edgar/data/1419828/0001564590-19-045893.txt
1419828|GS Finance Corp.|FWP|20191213|edgar/data/1419828/0001564590-19-045917.txt
1419828|GS Finance Corp.|FWP|20191213|edgar/data/1419828/0001564590-19-045939.txt
1420720|iBio, Inc.|8-K|20191213|edgar/data/1420720/0001104659-19-072630.txt
1421182|Verso Corp|DFAN14A|20191213|edgar/data/1421182/0001193125-19-314019.txt
1421306|BRIGADE CAPITAL MANAGEMENT, LP|4|20191213|edgar/data/1421306/0000919574-19-007677.txt
1421308|MORGAN DONALD E III|4|20191213|edgar/data/1421308/0000919574-19-007677.txt
1421311|Grimes Thomas L Jr|4|20191213|edgar/data/1421311/0001127602-19-034952.txt
1421390|Hirsberg Josh|4|20191213|edgar/data/1421390/0001186747-19-000067.txt
1421461|Intrepid Potash, Inc.|8-K|20191213|edgar/data/1421461/0001104659-19-072575.txt
1421636|C-Bond Systems, Inc|8-K|20191213|edgar/data/1421636/0001213900-19-026150.txt
1423029|Anzalone Christopher Richard|4|20191213|edgar/data/1423029/0001209191-19-060507.txt
1423093|Sandberg David|4|20191213|edgar/data/1423093/0001325533-19-000008.txt
1423227|Allianz Funds Multi-Strategy Trust|24F-2NT|20191213|edgar/data/1423227/0001201906-19-000007.txt
1423689|AGNC Investment Corp.|4|20191213|edgar/data/1423689/0001434805-19-000005.txt
1423689|AGNC Investment Corp.|8-K|20191213|edgar/data/1423689/0001423689-19-000078.txt
1424363|Potts Willis J|4|20191213|edgar/data/1424363/0001341141-19-000073.txt
1425450|ORTHOPEDIATRICS CORP|4|20191213|edgar/data/1425450/0001425450-19-000104.txt
1425450|ORTHOPEDIATRICS CORP|4|20191213|edgar/data/1425450/0001425450-19-000105.txt
1425450|ORTHOPEDIATRICS CORP|4|20191213|edgar/data/1425450/0001425450-19-000106.txt
1425450|ORTHOPEDIATRICS CORP|4|20191213|edgar/data/1425450/0001425450-19-000107.txt
1426800|ASSEMBLY BIOSCIENCES, INC.|424B5|20191213|edgar/data/1426800/0001193125-19-313984.txt
1428205|Armour Residential REIT, Inc.|8-K|20191213|edgar/data/1428205/0001428205-19-000320.txt
1429560|TREVENA INC|4|20191213|edgar/data/1429560/0001209191-19-060478.txt
1429560|TREVENA INC|4|20191213|edgar/data/1429560/0001209191-19-060480.txt
1429560|TREVENA INC|4|20191213|edgar/data/1429560/0001209191-19-060482.txt
1429560|TREVENA INC|4|20191213|edgar/data/1429560/0001209191-19-060486.txt
1429764|Blink Charging Co.|8-K|20191213|edgar/data/1429764/0001493152-19-019187.txt
1429772|MacDougall Michael G.|4|20191213|edgar/data/1429772/0001387131-19-009544.txt
1430306|Tonix Pharmaceuticals Holding Corp.|CORRESP|20191114|edgar/data/1430306/0001387131-19-008667.txt
1430306|Tonix Pharmaceuticals Holding Corp.|DEF 14A|20191213|edgar/data/1430306/0001387131-19-009537.txt
1430306|Tonix Pharmaceuticals Holding Corp.|UPLOAD|20191025|edgar/data/1430306/0000000000-19-014868.txt
1431041|Peirce Mary|4|20191213|edgar/data/1431041/0001209191-19-060473.txt
1432283|Haas G Hunter IV|4|20191213|edgar/data/1432283/0001275477-19-000165.txt
1433742|OPPENHEIMER MASTER EVENT-LINKED BOND FUND, LLC|N-CEN|20191213|edgar/data/1433742/0001752724-19-189515.txt
1433994|Invesco CurrencyShares Singapore Dollar Trust|8-K|20191213|edgar/data/1433994/0001193125-19-313509.txt
1434265|GENMAB A/S|6-K|20191213|edgar/data/1434265/0001558370-19-011505.txt
1434497|Veal Jimmy D|4|20191213|edgar/data/1434497/0000351569-19-000075.txt
1434588|Grand Canyon Education, Inc.|4|20191213|edgar/data/1434588/0001209191-19-060484.txt
1434621|LendingTree, Inc.|8-K|20191213|edgar/data/1434621/0000950103-19-017167.txt
1434754|SAFE BULKERS, INC.|SC 13G|20191213|edgar/data/1434754/0000914121-19-003479.txt
1434805|Kain Gary D|4|20191213|edgar/data/1434805/0001434805-19-000005.txt
1435508|First Savings Financial Group Inc|4|20191213|edgar/data/1435508/0001567619-19-023053.txt
1435508|First Savings Financial Group Inc|4|20191213|edgar/data/1435508/0001567619-19-023054.txt
1436690|Holland Julie|4|20191213|edgar/data/1436690/0001209191-19-060502.txt
1437352|EVERBRIDGE, INC.|8-K|20191213|edgar/data/1437352/0001193125-19-314050.txt
1438133|TANDEM DIABETES CARE INC|8-K|20191213|edgar/data/1438133/0001438133-19-000030.txt
1438435|FIELD STREET PARTNERS LP|D/A|20191213|edgar/data/1438435/0001567619-19-023036.txt
1439124|BRAZILIAN ELECTRIC POWER CO|6-K|20191213|edgar/data/1439124/0001292814-19-004209.txt
1439288|Rexnord Corp|4|20191213|edgar/data/1439288/0001439288-19-000148.txt
1439288|Rexnord Corp|4|20191213|edgar/data/1439288/0001439288-19-000150.txt
1439297|INTERNATIONAL GROWTH & INCOME FUND|497|20191213|edgar/data/1439297/0000051931-19-000938.txt
1439415|Throdahl Mark C|4|20191213|edgar/data/1439415/0001425450-19-000106.txt
1439934|Patel Paresh|SC 13D/A|20191213|edgar/data/1439934/0001564590-19-045949.txt
1442095|York Douglas A|4|20191213|edgar/data/1442095/0001567619-19-023053.txt
1444307|ONCOSEC MEDICAL Inc|10-Q|20191213|edgar/data/1444307/0001493152-19-019194.txt
1444430|Marion Elaine D|4|20191213|edgar/data/1444430/0001567619-19-023080.txt
1445305|WORKIVA INC|4|20191213|edgar/data/1445305/0001445305-19-000156.txt
1445600|Graber Mark A|3|20191213|edgar/data/1445600/0001062993-19-004727.txt
1445600|Graber Mark A|4|20191213|edgar/data/1445600/0001062993-19-004729.txt
1445600|Graber Mark A|SC 13G/A|20191213|edgar/data/1445600/0001062993-19-004725.txt
1445930|KB Financial Group Inc.|6-K|20191213|edgar/data/1445930/0001193125-19-313259.txt
1446114|Ancora Advisors, LLC|SC 13D/A|20191213|edgar/data/1446114/0001446114-19-000073.txt
1446125|Greenstreet Yvonne|4|20191213|edgar/data/1446125/0001735276-19-000113.txt
1446679|Roualet Mark C.|4|20191213|edgar/data/1446679/0001209191-19-060372.txt
1446919|Schwaneke Jeffrey A.|4|20191213|edgar/data/1446919/0001071739-19-000185.txt
1448343|Breig Geralyn|4|20191213|edgar/data/1448343/0001359841-19-000095.txt
1448397|Seanergy Maritime Holdings Corp.|6-K|20191213|edgar/data/1448397/0000919574-19-007684.txt
1449093|Shapiro David T|4|20191213|edgar/data/1449093/0000812011-19-000148.txt
1452477|RMR Real Estate Income Fund|PRE 14A|20191213|edgar/data/1452477/0001047469-19-006844.txt
1453409|Abate Christopher J|4|20191213|edgar/data/1453409/0001453409-19-000002.txt
1453687|SELECTA BIOSCIENCES INC|CT ORDER|20191213|edgar/data/1453687/9999999997-19-007872.txt
1453687|SELECTA BIOSCIENCES INC|CT ORDER|20191213|edgar/data/1453687/9999999997-19-007873.txt
